id,neighbourhood_group_name,neighbourhood_Name
15973496,Waikato District,Whangamarino Ward
15973710,Tauranga City,Mount Maunganui-Papamoa Ward
15974140,Auckland,Waitematā and Gulf Ward
15974392,Queenstown-Lakes District,Queenstown-Wakatipu Ward
15975470,Christchurch City,Heathcote Ward
15975675,Waikato District,Onewhero-Te Akau Ward
15976895,Southland District,Mararoa Waimea Ward
15977335,Auckland,Albert-Eden-Puketāpapa Ward
15980505,Wellington City,Pukehīnau/Lambton Ward
15986137,Queenstown-Lakes District,Queenstown-Wakatipu Ward
15986155,Auckland,Waitematā and Gulf Ward
15986911,Gisborne District,Gisborne Ward
15988875,Queenstown-Lakes District,Wanaka Ward
15989089,Queenstown-Lakes District,Queenstown-Wakatipu Ward
15989422,Queenstown-Lakes District,Queenstown-Wakatipu Ward
15990233,Far North District,Te Hiku Ward
15991347,Nelson City,Area Outside Ward
15991426,Queenstown-Lakes District,Queenstown-Wakatipu Ward
15992304,Auckland,Waitākere Ward
15992838,Auckland,Waitematā and Gulf Ward
16000850,Thames-Coromandel District,Mercury Bay Ward
16002329,Rotorua District,Area Outside Ward
16003869,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16004490,Wellington City,Wharangi/Onslow-Western Ward
16005257,Rotorua District,Area Outside Ward
16005758,Tauranga City,Otumoetai-Pyes Pa Ward
16006295,Christchurch City,Harewood Ward
16006414,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16007674,Christchurch City,Spreydon Ward
16007836,Central Otago District,Cromwell Ward
16009461,Far North District,Bay of Islands-Whangaroa Ward
16015280,Queenstown-Lakes District,Wanaka Ward
16015303,Auckland,North Shore Ward
16016440,Rotorua District,Area Outside Ward
16017250,Whanganui District,Area Outside Ward
16017343,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16017403,Auckland,Albany Ward
16017448,Christchurch City,Heathcote Ward
16017947,Christchurch City,Spreydon Ward
16020529,Tauranga City,Mount Maunganui-Papamoa Ward
16025684,Queenstown-Lakes District,Wanaka Ward
16030936,Christchurch City,Banks Peninsula Ward
16032783,Waikato District,Raglan Ward
16032917,Auckland,Ōrākei Ward
16033118,Napier City,Ahuriri Ward
16034110,Auckland,Waitematā and Gulf Ward
16034229,Auckland,Waitematā and Gulf Ward
16039870,Tauranga City,Mount Maunganui-Papamoa Ward
16041917,Rotorua District,Area Outside Ward
16041973,Auckland,Maungakiekie-Tāmaki Ward
16042041,New Plymouth District,New Plymouth City Ward
16042059,Auckland,Albany Ward
16042118,Auckland,Albert-Eden-Puketāpapa Ward
16042272,Whakatane District,Whakatāne-Ōhope Ward 
16042951,Auckland,Albert-Eden-Puketāpapa Ward
16043198,Wellington City,Wharangi/Onslow-Western Ward
16043295,Auckland,Albert-Eden-Puketāpapa Ward
16043828,Auckland,Waitematā and Gulf Ward
16044186,Masterton District,Area Outside Ward
16044563,Auckland,Albert-Eden-Puketāpapa Ward
16044815,Auckland,Albert-Eden-Puketāpapa Ward
16048923,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16052362,Tasman District,Golden Bay Ward
16053877,Auckland,Rodney Ward
16053954,Gisborne District,Gisborne Ward
16054040,Auckland,Waitematā and Gulf Ward
16054374,New Plymouth District,North Ward
16056460,Westland District,Hokitika Ward
16057281,Thames-Coromandel District,Coromandel-Colville Ward
16057531,Nelson City,Area Outside Ward
16057858,Central Hawke's Bay District,Aramoana-Ruahine Ward
16057859,Auckland,Rodney Ward
16058075,Timaru District,Timaru Ward
16064931,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16067868,Dunedin City,Area Outside Ward
16069772,Queenstown-Lakes District,Wanaka Ward
16070442,Auckland,Waitematā and Gulf Ward
16070892,Christchurch City,Halswell Ward
16071681,Buller District,Westport Ward
16072103,Christchurch City,Fendalton Ward
16072271,Dunedin City,Area Outside Ward
16072323,Tauranga City,Mount Maunganui-Papamoa Ward
16073512,Nelson City,Area Outside Ward
16075153,Auckland,Albert-Eden-Puketāpapa Ward
16076215,Auckland,Albert-Eden-Puketāpapa Ward
16076434,Dunedin City,Area Outside Ward
16081595,Auckland,Albert-Eden-Puketāpapa Ward
16083020,South Wairarapa District,Greytown Ward
16083245,Hurunui District,West Ward
16083386,Auckland,Albert-Eden-Puketāpapa Ward
16084559,Waimakariri District,Rangiora-Ashley Ward
16086632,Ruapehu District,Waimarino-Waiouru Ward
16086723,Christchurch City,Coastal Ward
16086744,Auckland,Waitematā and Gulf Ward
16087382,Rotorua District,Area Outside Ward
16087500,Christchurch City,Harewood Ward
16087640,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16087868,Wellington City,Motukairangi/Eastern Ward
16088544,Auckland,North Shore Ward
16088547,Whangarei District,Whangarei Heads Ward
16088846,Napier City,Ahuriri Ward
16089902,Auckland,Albany Ward
16097378,Waikato District,Raglan Ward
16097761,Ruapehu District,Waimarino-Waiouru Ward
16097828,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16099601,Auckland,Waitematā and Gulf Ward
16101568,Mackenzie District,Opuha Ward
16101892,Tasman District,Golden Bay Ward
16103388,Queenstown-Lakes District,Wanaka Ward
16103799,Taupo District,Taupō Ward
16110591,Dunedin City,Area Outside Ward
16112290,Waipa District,Cambridge Ward
16112666,Auckland,North Shore Ward
16112862,Auckland,Waitematā and Gulf Ward
16113118,Timaru District,Timaru Ward
16113631,Auckland,Waitematā and Gulf Ward
16114526,Auckland,Waitākere Ward
16123605,Christchurch City,Banks Peninsula Ward
16124502,Dunedin City,Area Outside Ward
16124985,Taupo District,Turangi-Tongariro Ward
16125037,Wellington City,Wharangi/Onslow-Western Ward
16125520,Taupo District,Taupō Ward
16133688,Auckland,Rodney Ward
16135087,Taupo District,Taupō Ward
16135165,Auckland,Whau Ward
16135359,Christchurch City,Heathcote Ward
16135702,Auckland,Manurewa-Papakura Ward
16135911,Ruapehu District,Waimarino-Waiouru Ward
16135944,Auckland,Manurewa-Papakura Ward
16136122,Auckland,Ōrākei Ward
16137123,Far North District,Bay of Islands-Whangaroa Ward
16137625,Auckland,Albany Ward
16143363,Far North District,Te Hiku Ward
16146377,Queenstown-Lakes District,Wanaka Ward
16146721,Rotorua District,Area Outside Ward
16147529,Thames-Coromandel District,Mercury Bay Ward
16147686,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16148047,Central Otago District,Vincent Ward
16149151,Hastings District,Kahuranaki Ward
16149389,Tasman District,Richmond Ward
16150287,Tauranga City,Mount Maunganui-Papamoa Ward
16150330,Porirua City,Northern Ward/Pukerua ki te Raki
16151460,Auckland,North Shore Ward
16160423,Palmerston North City,Area Outside Ward
16160462,Taupo District,Taupō Ward
16161822,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16161941,Waitaki District,Oamaru Ward
16163431,Central Otago District,Vincent Ward
16163790,New Plymouth District,New Plymouth City Ward
16163938,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16164042,Christchurch City,Linwood Ward
16164713,Auckland,North Shore Ward
16164988,Central Otago District,Vincent Ward
16165473,Timaru District,Pleasant Point-Temuka Ward
16166701,Auckland,Whau Ward
16166826,New Plymouth District,New Plymouth City Ward
16166873,Nelson City,Area Outside Ward
16167512,Westland District,Southern Ward
16168096,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16172553,Dunedin City,Area Outside Ward
16174306,Nelson City,Area Outside Ward
16174466,Waikato District,Raglan Ward
16175833,Tauranga City,Mount Maunganui-Papamoa Ward
16176341,Waikato District,Raglan Ward
16176749,Wellington City,Motukairangi/Eastern Ward
16177885,Tasman District,Golden Bay Ward
16177966,Queenstown-Lakes District,Wanaka Ward
16178196,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16178293,Thames-Coromandel District,Mercury Bay Ward
16178766,Far North District,Bay of Islands-Whangaroa Ward
16179701,Wellington City,Pukehīnau/Lambton Ward
16180791,Westland District,Southern Ward
16181335,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16182264,Dunedin City,Area Outside Ward
16183890,Dunedin City,Area Outside Ward
16183950,Dunedin City,Area Outside Ward
16188431,Dunedin City,Area Outside Ward
16190815,Dunedin City,Area Outside Ward
16191350,Nelson City,Area Outside Ward
16191414,Southland District,Oreti Ward
16191609,Auckland,Rodney Ward
16192530,Ruapehu District,Ohura Ward
16192810,Waikato District,Raglan Ward
16193596,Tasman District,Motueka Ward
16193953,Grey District,Southern Ward
16194241,Auckland,North Shore Ward
16194845,Tasman District,Golden Bay Ward
16195492,Auckland,Waitematā and Gulf Ward
16195815,Christchurch City,Heathcote Ward
16195983,Auckland,Albert-Eden-Puketāpapa Ward
16196277,Auckland,Albert-Eden-Puketāpapa Ward
16196401,Whangarei District,Denby Ward
16196995,Wellington City,Pukehīnau/Lambton Ward
16204286,Auckland,North Shore Ward
16206113,Mackenzie District,Pukaki Ward
16206521,Queenstown-Lakes District,Wanaka Ward
16206943,Waipa District,Cambridge Ward
16208987,Clutha District,Catlins Ward
16209428,Whakatane District,Whakatāne-Ōhope Ward 
16214753,Hamilton City,East Ward
16219472,Auckland,Albert-Eden-Puketāpapa Ward
16219685,Rotorua District,Area Outside Ward
16220717,Tauranga City,Mount Maunganui-Papamoa Ward
16221351,Auckland,Ōrākei Ward
16221890,New Plymouth District,New Plymouth City Ward
16228642,Westland District,Hokitika Ward
16228852,Carterton District,Area Outside Ward
16230319,Christchurch City,Hornby Ward
16230439,Auckland,North Shore Ward
16231416,Queenstown-Lakes District,Wanaka Ward
16231490,Southland District,Mararoa Waimea Ward
16231575,Kapiti Coast District,Waikanae Ward
16231758,Kapiti Coast District,Waikanae Ward
16232157,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16232379,Nelson City,Area Outside Ward
16232710,Masterton District,Area Outside Ward
16232973,Marlborough District,Blenheim Ward
16233386,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16234504,Wellington City,Takapū/Northern Ward
16240890,Hauraki District,Waihi Ward
16241770,Ruapehu District,Waimarino-Waiouru Ward
16242665,Far North District,Bay of Islands-Whangaroa Ward
16242894,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16243644,Lower Hutt City,Harbour Ward
16244863,Auckland,North Shore Ward
16245094,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16245411,Far North District,Te Hiku Ward
16256969,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16258964,Wellington City,Motukairangi/Eastern Ward
16260027,Auckland,Waitematā and Gulf Ward
16260497,Nelson City,Area Outside Ward
16260756,Far North District,Bay of Islands-Whangaroa Ward
16261158,Wellington City,Wharangi/Onslow-Western Ward
16261321,New Plymouth District,New Plymouth City Ward
16262345,Christchurch City,Waimairi Ward
16262669,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16263728,Tauranga City,Mount Maunganui-Papamoa Ward
16263745,Nelson City,Area Outside Ward
16269778,Auckland,Waitematā and Gulf Ward
16272451,Wellington City,Wharangi/Onslow-Western Ward
16274070,Timaru District,Geraldine Ward
16275532,Horowhenua District,Waiopehu Ward
16275951,Hastings District,Heretaunga Ward
16276076,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16276126,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16276136,Whangarei District,Okara Ward
16276336,Palmerston North City,Area Outside Ward
16276537,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16277850,Taupo District,Taupō Ward
16277880,Wellington City,Pukehīnau/Lambton Ward
16278210,Tauranga City,Mount Maunganui-Papamoa Ward
16278559,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16284414,Tauranga City,Mount Maunganui-Papamoa Ward
16287391,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16287761,Auckland,Rodney Ward
16288638,Gisborne District,Gisborne Ward
16288854,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16289477,Thames-Coromandel District,South Eastern Ward
16290033,Mackenzie District,Opuha Ward
16291270,Auckland,Albany Ward
16291608,Rotorua District,Area Outside Ward
16291700,Auckland,Rodney Ward
16300044,Taupo District,Taupō Ward
16301045,Queenstown-Lakes District,Wanaka Ward
16301276,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16301302,Gisborne District,Tawhiti-Uawa Ward
16302269,Western Bay of Plenty District,Katikati-Waihi Beach Ward
16302406,Queenstown-Lakes District,Wanaka Ward
16302855,Auckland,Ōrākei Ward
16302977,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16303033,New Plymouth District,New Plymouth City Ward
16303110,Auckland,Waitematā and Gulf Ward
16304509,Auckland,Ōrākei Ward
16304606,Auckland,Waitematā and Gulf Ward
16305319,Hauraki District,Waihi Ward
16305888,Auckland,Albany Ward
16310589,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16312878,Tasman District,Motueka Ward
16313832,Marlborough District,Wairau-Awatere Ward
16313907,Queenstown-Lakes District,Wanaka Ward
16315010,Mackenzie District,Pukaki Ward
16315418,Rotorua District,Area Outside Ward
16315892,Auckland,Rodney Ward
16316092,Westland District,Southern Ward
16316608,Westland District,Northern Ward
16317172,Auckland,Albert-Eden-Puketāpapa Ward
16318256,Christchurch City,Hornby Ward
16322768,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16325043,Wellington City,Paekawakawa/Southern Ward
16325732,Auckland,Waitematā and Gulf Ward
16325897,Auckland,Franklin Ward
16325952,Tauranga City,Mount Maunganui-Papamoa Ward
16326096,Tauranga City,Mount Maunganui-Papamoa Ward
16326336,Nelson City,Area Outside Ward
16326588,Tauranga City,Mount Maunganui-Papamoa Ward
16327312,Auckland,Ōrākei Ward
16328605,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16332941,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16334590,Gisborne District,Tawhiti-Uawa Ward
16334650,New Plymouth District,New Plymouth City Ward
16335742,Tauranga City,Mount Maunganui-Papamoa Ward
16337014,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16337684,Auckland,Waitākere Ward
16337788,Auckland,North Shore Ward
16337949,Auckland,Rodney Ward
16339789,Christchurch City,Heathcote Ward
16341181,Gore District,Mataura Ward
16347054,Nelson City,Area Outside Ward
16349335,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16349581,Lower Hutt City,Harbour Ward
16351302,Hurunui District,West Ward
16351689,Southland District,Mararoa Waimea Ward
16352665,Central Otago District,Teviot Valley Ward
16354000,Whakatane District,Whakatāne-Ōhope Ward 
16354206,Ruapehu District,Waimarino-Waiouru Ward
16354250,Rotorua District,Area Outside Ward
16354351,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16355046,Waikato District,Raglan Ward
16362728,Tauranga City,Mount Maunganui-Papamoa Ward
16364702,Auckland,Whau Ward
16364856,Wellington City,Pukehīnau/Lambton Ward
16365751,Taupo District,Taupō Ward
16368658,Auckland,Albany Ward
16379189,Nelson City,Area Outside Ward
16379801,Nelson City,Area Outside Ward
16381150,Tauranga City,Mount Maunganui-Papamoa Ward
16382871,Nelson City,Area Outside Ward
16382908,Auckland,Waitematā and Gulf Ward
16382920,Western Bay of Plenty District,Katikati-Waihi Beach Ward
16382990,Rotorua District,Area Outside Ward
16383369,Hastings District,Hastings-Havelock North Ward
16384070,Tauranga City,Otumoetai-Pyes Pa Ward
16384558,Kaipara District,Mangawhai-Kaiwaka Ward
16385119,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16385125,Rotorua District,Area Outside Ward
16393306,Western Bay of Plenty District,Maketu-Te Puke Ward
16393875,Hastings District,Heretaunga Ward
16394241,Auckland,Manukau Ward
16395294,Timaru District,Timaru Ward
16395551,Gisborne District,Gisborne Ward
16396285,Rotorua District,Area Outside Ward
16396723,Queenstown-Lakes District,Wanaka Ward
16396913,Tauranga City,Mount Maunganui-Papamoa Ward
16397548,Waikato District,Tamahere Ward
16397884,Selwyn District,Springs Ward
16404616,Matamata-Piako District,Te Aroha Ward
16406093,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16406170,Nelson City,Area Outside Ward
16406576,Waikato District,Ngaruawahia Ward
16406938,Hastings District,Heretaunga Ward
16406995,Queenstown-Lakes District,Wanaka Ward
16408264,Waikato District,Newcastle Ward
16409394,Nelson City,Area Outside Ward
16409496,Horowhenua District,Waiopehu Ward
16410167,Tasman District,Motueka Ward
16414044,Auckland,Waitematā and Gulf Ward
16415017,Waikato District,Raglan Ward
16415171,Invercargill City,Area Outside Ward
16415510,Waikato District,Raglan Ward
16415562,Queenstown-Lakes District,Wanaka Ward
16415881,Auckland,Rodney Ward
16417432,Buller District,Westport Ward
16417787,Wellington City,Motukairangi/Eastern Ward
16419044,Taupo District,Taupō Ward
16419644,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16424118,South Wairarapa District,Featherston Ward
16426658,Rangitikei District,Northern Ward
16426705,Taupo District,Turangi-Tongariro Ward
16426833,Napier City,Taradale Ward
16427436,Rangitikei District,Northern Ward
16427567,Rangitikei District,Northern Ward
16428228,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16428401,Thames-Coromandel District,Thames Ward
16429303,Wellington City,Pukehīnau/Lambton Ward
16429712,Far North District,Bay of Islands-Whangaroa Ward
16429920,New Plymouth District,New Plymouth City Ward
16430935,South Waikato District,Tirau Ward
16431013,Auckland,Waitākere Ward
16431014,Tauranga City,Mount Maunganui-Papamoa Ward
16431143,Queenstown-Lakes District,Wanaka Ward
16431422,Queenstown-Lakes District,Wanaka Ward
16431987,Taupo District,Turangi-Tongariro Ward
16438093,Queenstown-Lakes District,Wanaka Ward
16440667,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16441375,Waikato District,Tamahere Ward
16442012,Lower Hutt City,Harbour Ward
16442647,Nelson City,Area Outside Ward
16442878,Gisborne District,Gisborne Ward
16443370,Rotorua District,Area Outside Ward
16443590,Nelson City,Area Outside Ward
16443938,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16444263,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16444396,Southland District,Mararoa Waimea Ward
16444732,Selwyn District,Malvern Ward
16446034,Auckland,Waitematā and Gulf Ward
16453625,Far North District,Bay of Islands-Whangaroa Ward
16454223,Auckland,Albert-Eden-Puketāpapa Ward
16454436,Auckland,Albert-Eden-Puketāpapa Ward
16454670,Waipa District,Cambridge Ward
16455489,Waikato District,Tamahere Ward
16455679,Waikato District,Tamahere Ward
16455939,Christchurch City,Banks Peninsula Ward
16456536,Auckland,Waitākere Ward
16456762,Taupo District,Taupō Ward
16457396,Hurunui District,West Ward
16457561,Far North District,Te Hiku Ward
16459038,Southland District,Mararoa Waimea Ward
16463683,Far North District,Bay of Islands-Whangaroa Ward
16465700,Thames-Coromandel District,Mercury Bay Ward
16467263,Westland District,Northern Ward
16468304,Christchurch City,Burwood Ward
16469086,Taupo District,Turangi-Tongariro Ward
16469345,Wellington City,Motukairangi/Eastern Ward
16470077,Christchurch City,Fendalton Ward
16470378,Rangitikei District,Northern Ward
16471087,Horowhenua District,Kere Kere Ward
16472514,Auckland,Ōrākei Ward
16477197,Waikato District,Raglan Ward
16477370,Waikato District,Raglan Ward
16477718,Carterton District,Area Outside Ward
16479364,Queenstown-Lakes District,Wanaka Ward
16479537,Dunedin City,Area Outside Ward
16480028,Christchurch City,Innes Ward
16482668,Rotorua District,Area Outside Ward
16482753,Grey District,Eastern Ward
16482911,Tasman District,Golden Bay Ward
16489917,Tasman District,Richmond Ward
16489924,Buller District,Westport Ward
16491264,Queenstown-Lakes District,Wanaka Ward
16491489,Auckland,Albany Ward
16499203,Auckland,Waitematā and Gulf Ward
16500205,New Plymouth District,New Plymouth City Ward
16507259,Lower Hutt City,Harbour Ward
16509730,Hamilton City,East Ward
16514732,Thames-Coromandel District,Coromandel-Colville Ward
16517025,Tauranga City,Mount Maunganui-Papamoa Ward
16517954,Christchurch City,Fendalton Ward
16518019,Central Otago District,Cromwell Ward
16520099,Dunedin City,Area Outside Ward
16520310,Ruapehu District,Waimarino-Waiouru Ward
16521160,Christchurch City,Innes Ward
16521299,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16521352,Porirua City,Northern Ward/Pukerua ki te Raki
16521432,Napier City,Ahuriri Ward
16522708,Central Otago District,Vincent Ward
16522799,Auckland,North Shore Ward
16523418,Ruapehu District,Waimarino-Waiouru Ward
16528320,Tauranga City,Mount Maunganui-Papamoa Ward
16530743,Auckland,Albert-Eden-Puketāpapa Ward
16531362,Whangarei District,Okara Ward
16531445,Hamilton City,East Ward
16531872,Mackenzie District,Pukaki Ward
16532975,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16533972,Central Otago District,Teviot Valley Ward
16534004,Auckland,Ōrākei Ward
16534200,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16534675,Westland District,Hokitika Ward
16534902,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16535842,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16536066,Thames-Coromandel District,Thames Ward
16536396,Dunedin City,Area Outside Ward
16536558,Auckland,North Shore Ward
16536614,Auckland,Waitematā and Gulf Ward
16536624,Auckland,Waitematā and Gulf Ward
16536635,Tasman District,Moutere-Waimea Ward
16537057,Auckland,Waitākere Ward
16542570,South Wairarapa District,Featherston Ward
16543988,Auckland,Albert-Eden-Puketāpapa Ward
16544369,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16544523,Auckland,Albany Ward
16545034,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16545557,Far North District,Bay of Islands-Whangaroa Ward
16546643,Dunedin City,Area Outside Ward
16547096,Far North District,Bay of Islands-Whangaroa Ward
16548571,South Wairarapa District,Featherston Ward
16548970,Central Otago District,Teviot Valley Ward
16548993,Buller District,Seddon Ward
16549090,Auckland,Albany Ward
16550498,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16555732,Thames-Coromandel District,Mercury Bay Ward
16557700,Rotorua District,Area Outside Ward
16561589,Western Bay of Plenty District,Maketu-Te Puke Ward
16562473,Auckland,Waitematā and Gulf Ward
16567018,Kaipara District,Mangawhai-Kaiwaka Ward
16568712,Tauranga City,Mount Maunganui-Papamoa Ward
16570102,Auckland,Albany Ward
16570172,Westland District,Northern Ward
16570214,Mackenzie District,Opuha Ward
16570572,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16570697,Tauranga City,Te Papa-Welcome Bay Ward
16570757,Palmerston North City,Area Outside Ward
16570980,Far North District,Bay of Islands-Whangaroa Ward
16572168,Napier City,Ahuriri Ward
16578146,Auckland,Ōrākei Ward
16578409,Tauranga City,Otumoetai-Pyes Pa Ward
16578587,Gisborne District,Tawhiti-Uawa Ward
16578589,Christchurch City,Heathcote Ward
16578602,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16578605,Auckland,Manukau Ward
16578946,Waipa District,Cambridge Ward
16578972,Taupo District,Taupō Ward
16579268,Taupo District,Taupō Ward
16579515,Waikato District,Raglan Ward
16579906,Tasman District,Lakes-Murchison Ward
16580706,Marlborough District,Marlborough Sounds Ward
16585440,Waikato District,Raglan Ward
16585952,New Plymouth District,South-West Ward
16586006,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16586963,Auckland,Ōrākei Ward
16587001,Kapiti Coast District,Waikanae Ward
16587279,Kaipara District,Mangawhai-Kaiwaka Ward
16587337,Hastings District,Hastings-Havelock North Ward
16587468,Far North District,Te Hiku Ward
16587551,Taupo District,Taupō Ward
16587604,Queenstown-Lakes District,Wanaka Ward
16587866,Tasman District,Motueka Ward
16588746,Auckland,Rodney Ward
16588801,Tauranga City,Mount Maunganui-Papamoa Ward
16588902,Wellington City,Wharangi/Onslow-Western Ward
16589015,Hastings District,Hastings-Havelock North Ward
16589145,Christchurch City,Papanui Ward
16589916,Tauranga City,Otumoetai-Pyes Pa Ward
16590190,Auckland,Howick Ward
16590712,Auckland,Albert-Eden-Puketāpapa Ward
16591061,Christchurch City,Central Ward
16598526,Lower Hutt City,Harbour Ward
16599610,Taupo District,Taupō Ward
16600044,Nelson City,Area Outside Ward
16600251,Rotorua District,Area Outside Ward
16601076,Southland District,Waiau Aparima Ward
16603076,Central Otago District,Maniototo Ward
16604015,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16604248,Selwyn District,Malvern Ward
16606017,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16606942,Waitaki District,Ahuriri Ward
16614478,Manawatu District,Rural Ward
16614972,Christchurch City,Linwood Ward
16615139,Palmerston North City,Area Outside Ward
16617125,Tauranga City,Mount Maunganui-Papamoa Ward
16619249,Whangarei District,Okara Ward
16619481,Auckland,Albert-Eden-Puketāpapa Ward
16620427,Nelson City,Area Outside Ward
16620505,Waikato District,Hukanui-Waerenga Ward
16620685,South Wairarapa District,Featherston Ward
16620721,Auckland,Waitākere Ward
16621220,Auckland,North Shore Ward
16622542,New Plymouth District,New Plymouth City Ward
16623012,New Plymouth District,New Plymouth City Ward
16630857,New Plymouth District,New Plymouth City Ward
16633305,Tauranga City,Mount Maunganui-Papamoa Ward
16633582,Auckland,Waitematā and Gulf Ward
16634589,Hauraki District,Waihi Ward
16634631,Ashburton District,Western Ward
16635020,Ashburton District,Western Ward
16636803,Waipa District,Maungatautari Ward
16637547,Far North District,Te Hiku Ward
16639002,Kapiti Coast District,Paekākāriki-Raumati Ward
16639627,Selwyn District,Springs Ward
16642342,New Plymouth District,South-West Ward
16648072,Taupo District,Taupō Ward
16649424,Auckland,North Shore Ward
16653318,Auckland,Albany Ward
16653356,Central Otago District,Teviot Valley Ward
16653491,Queenstown-Lakes District,Wanaka Ward
16653540,Queenstown-Lakes District,Wanaka Ward
16654035,Kaipara District,Mangawhai-Kaiwaka Ward
16654048,Auckland,Howick Ward
16654322,Auckland,Waitematā and Gulf Ward
16654437,Buller District,Westport Ward
16654445,Masterton District,Area Outside Ward
16654612,Rotorua District,Area Outside Ward
16654855,Tauranga City,Mount Maunganui-Papamoa Ward
16654861,Christchurch City,Central Ward
16655155,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16655197,Rotorua District,Area Outside Ward
16655309,Wellington City,Motukairangi/Eastern Ward
16656225,Auckland,Waitematā and Gulf Ward
16662400,Auckland,Howick Ward
16664339,Far North District,Bay of Islands-Whangaroa Ward
16664441,Christchurch City,Banks Peninsula Ward
16664785,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16664998,Waipa District,Cambridge Ward
16665527,Christchurch City,Fendalton Ward
16666120,Thames-Coromandel District,South Eastern Ward
16667068,South Waikato District,Tirau Ward
16667212,Wellington City,Motukairangi/Eastern Ward
16667914,Auckland,Waitematā and Gulf Ward
16667987,Auckland,Waitematā and Gulf Ward
16668243,Nelson City,Area Outside Ward
16675423,Ashburton District,Western Ward
16675615,Auckland,Waitematā and Gulf Ward
16676006,South Wairarapa District,Featherston Ward
16676426,Auckland,North Shore Ward
16676494,Dunedin City,Area Outside Ward
16676654,Tasman District,Lakes-Murchison Ward
16677105,Dunedin City,Area Outside Ward
16677627,Rotorua District,Area Outside Ward
16677916,Auckland,Albany Ward
16678290,Auckland,Manurewa-Papakura Ward
16678414,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16678937,Kaipara District,West Coast-Central Ward
16680240,Christchurch City,Burwood Ward
16680262,Taupo District,Taupō Ward
16680611,Queenstown-Lakes District,Queenstown-Wakatipu Ward
16680641,Whangarei District,Whangarei Heads Ward
16681323,Auckland,Albert-Eden-Puketāpapa Ward
16681696,Southland District,Mararoa Waimea Ward
16682243,Auckland,Albert-Eden-Puketāpapa Ward
16687565,Nelson City,Area Outside Ward
16687870,Grey District,Northern Ward
16689264,Auckland,Waitematā and Gulf Ward
16689288,Thames-Coromandel District,South Eastern Ward
16689388,Palmerston North City,Area Outside Ward
16689427,Gore District,Kaiwera-Waimumu Ward
16690300,Rotorua District,Area Outside Ward
16690623,Christchurch City,Heathcote Ward
16690626,Queenstown-Lakes District,Wanaka Ward
