id,neighbourhood_group_name,neighbourhood_Name
9.00285E+17,Wellington City,Paekawakawa/Southern Ward
9.00312E+17,Auckland,Waitākere Ward
9.00314E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.00316E+17,Auckland,North Shore Ward
9.00348E+17,Christchurch City,Central Ward
9.00412E+17,Tauranga City,Otumoetai-Pyes Pa Ward
9.00434E+17,Wellington City,Motukairangi/Eastern Ward
9.00449E+17,Hamilton City,West Ward
9.00502E+17,Christchurch City,Waimairi Ward
9.00507E+17,Taupo District,Taupō Ward
9.00768E+17,Auckland,Albany Ward
9.00833E+17,South Wairarapa District,Martinborough Ward
9.00843E+17,Southland District,Mararoa Waimea Ward
9.00883E+17,Waipa District,Cambridge Ward
9.00893E+17,South Wairarapa District,Martinborough Ward
9.00896E+17,Christchurch City,Central Ward
9.00901E+17,Auckland,Rodney Ward
9.00913E+17,Auckland,North Shore Ward
9.00934E+17,Hamilton City,West Ward
9.0099E+17,Southland District,Waiau Aparima Ward
9.00997E+17,Tasman District,Moutere-Waimea Ward
9.00998E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.0101E+17,Waipa District,Pirongia Ward
9.01016E+17,Kaipara District,West Coast-Central Ward
9.01017E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.01023E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.01028E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.0103E+17,Hamilton City,West Ward
9.01057E+17,Auckland,Maungakiekie-Tāmaki Ward
9.01064E+17,Queenstown-Lakes District,Wanaka Ward
9.01082E+17,Thames-Coromandel District,South Eastern Ward
9.01099E+17,Hamilton City,East Ward
9.01113E+17,Central Otago District,Vincent Ward
9.0112E+17,Taupo District,Taupō Ward
9.01129E+17,Auckland,Albany Ward
9.01131E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.01137E+17,Christchurch City,Halswell Ward
9.01137E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.01138E+17,South Wairarapa District,Martinborough Ward
9.01139E+17,Porirua City,Northern Ward/Pukerua ki te Raki
9.01145E+17,Auckland,Ōrākei Ward
9.01156E+17,Auckland,Waitematā and Gulf Ward
9.01157E+17,Waikato District,Raglan Ward
9.01164E+17,Waikato District,Eureka Ward
9.01177E+17,Christchurch City,Halswell Ward
9.01182E+17,Auckland,Manukau Ward
9.01185E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.01187E+17,Waikato District,Tamahere Ward
9.01251E+17,Hamilton City,West Ward
9.01263E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.01453E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.01571E+17,Taupo District,Taupō Ward
9.01575E+17,Clutha District,Balclutha Ward
9.01593E+17,Thames-Coromandel District,South Eastern Ward
9.01595E+17,Waitaki District,Ahuriri Ward
9.01611E+17,Christchurch City,Central Ward
9.0163E+17,Tasman District,Richmond Ward
9.01631E+17,Western Bay of Plenty District,Katikati-Waihi Beach Ward
9.01636E+17,Hamilton City,West Ward
9.01645E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.01659E+17,Hamilton City,West Ward
9.0166E+17,Auckland,Waitematā and Gulf Ward
9.01681E+17,Auckland,Albany Ward
9.01684E+17,Gisborne District,Taruheru-Patutahi Ward
9.01685E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.01687E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.01694E+17,Wellington City,Pukehīnau/Lambton Ward
9.01697E+17,Porirua City,Eastern Ward/Pāuatahanui ki te uunga mai o te ra
9.01719E+17,Taupo District,Turangi-Tongariro Ward
9.01722E+17,Mackenzie District,Pukaki Ward
9.01732E+17,Hastings District,Hastings-Havelock North Ward
9.01734E+17,Dunedin City,Area Outside Ward
9.01736E+17,Gisborne District,Gisborne Ward
9.01738E+17,Hamilton City,West Ward
9.01766E+17,Auckland,North Shore Ward
9.01774E+17,Auckland,North Shore Ward
9.01774E+17,Auckland,Waitematā and Gulf Ward
9.01775E+17,Christchurch City,Cashmere Ward
9.01792E+17,Kapiti Coast District,Waikanae Ward
9.01795E+17,Central Otago District,Cromwell Ward
9.0181E+17,Ruapehu District,Waimarino-Waiouru Ward
9.0181E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.01832E+17,Auckland,Howick Ward
9.0184E+17,Waipa District,Cambridge Ward
9.01858E+17,Rotorua District,Area Outside Ward
9.01864E+17,Queenstown-Lakes District,Wanaka Ward
9.01885E+17,Auckland,Howick Ward
9.01924E+17,Auckland,Waitematā and Gulf Ward
9.01956E+17,Rotorua District,Area Outside Ward
9.02069E+17,Auckland,Albany Ward
9.02174E+17,New Plymouth District,South-West Ward
9.02218E+17,Tauranga City,Otumoetai-Pyes Pa Ward
9.02241E+17,Wellington City,Pukehīnau/Lambton Ward
9.02251E+17,Central Otago District,Cromwell Ward
9.02255E+17,Hamilton City,East Ward
9.02302E+17,Hastings District,Hastings-Havelock North Ward
9.02314E+17,Auckland,North Shore Ward
9.02315E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.02321E+17,Auckland,Waitematā and Gulf Ward
9.02335E+17,Ashburton District,Western Ward
9.02338E+17,Tasman District,Moutere-Waimea Ward
9.02342E+17,Kaipara District,Mangawhai-Kaiwaka Ward
9.02353E+17,Thames-Coromandel District,Mercury Bay Ward
9.02375E+17,Waipa District,Cambridge Ward
9.0238E+17,Rangitikei District,Central Ward
9.02381E+17,Christchurch City,Cashmere Ward
9.02385E+17,Christchurch City,Banks Peninsula Ward
9.02391E+17,Tasman District,Richmond Ward
9.02408E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.02413E+17,Tauranga City,Otumoetai-Pyes Pa Ward
9.02426E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.02433E+17,Kaipara District,West Coast-Central Ward
9.02435E+17,Christchurch City,Central Ward
9.02439E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.0245E+17,Wellington City,Pukehīnau/Lambton Ward
9.02466E+17,Hastings District,Heretaunga Ward
9.02471E+17,Hamilton City,West Ward
9.02477E+17,Auckland,North Shore Ward
9.0248E+17,Auckland,North Shore Ward
9.02485E+17,Gisborne District,Gisborne Ward
9.02487E+17,Auckland,Waitematā and Gulf Ward
9.02513E+17,Auckland,Waitematā and Gulf Ward
9.02518E+17,Ruapehu District,Taumarunui Ward
9.02527E+17,Auckland,Waitākere Ward
9.02537E+17,Queenstown-Lakes District,Wanaka Ward
9.02542E+17,Auckland,Waitākere Ward
9.02547E+17,Auckland,Waitematā and Gulf Ward
9.02554E+17,Auckland,Whau Ward
9.02575E+17,Waipa District,Cambridge Ward
9.02583E+17,Christchurch City,Coastal Ward
9.02589E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.02591E+17,Tauranga City,Te Papa-Welcome Bay Ward
9.02596E+17,Waikato District,Raglan Ward
9.02619E+17,Auckland,Waitematā and Gulf Ward
9.02623E+17,Christchurch City,Papanui Ward
9.02638E+17,Central Otago District,Cromwell Ward
9.02644E+17,Wellington City,Motukairangi/Eastern Ward
9.02652E+17,Auckland,Waitematā and Gulf Ward
9.02681E+17,Tasman District,Lakes-Murchison Ward
9.02694E+17,Auckland,Howick Ward
9.02945E+17,Hastings District,Hastings-Havelock North Ward
9.02953E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.02979E+17,Auckland,Manurewa-Papakura Ward
9.02992E+17,Hamilton City,East Ward
9.02992E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.02996E+17,Hurunui District,West Ward
9.02999E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.03006E+17,New Plymouth District,New Plymouth City Ward
9.03018E+17,Clutha District,Catlins Ward
9.03018E+17,Tasman District,Golden Bay Ward
9.03019E+17,Auckland,Albany Ward
9.03031E+17,Mackenzie District,Opuha Ward
9.03042E+17,Taupo District,Turangi-Tongariro Ward
9.03051E+17,Queenstown-Lakes District,Wanaka Ward
9.03061E+17,Napier City,Ahuriri Ward
9.03089E+17,Auckland,North Shore Ward
9.0311E+17,Waipa District,Cambridge Ward
9.0312E+17,Thames-Coromandel District,Mercury Bay Ward
9.0313E+17,Hastings District,Hastings-Havelock North Ward
9.03138E+17,Auckland,Rodney Ward
9.03145E+17,Auckland,Albany Ward
9.03188E+17,Hurunui District,West Ward
9.03193E+17,Waipa District,Cambridge Ward
9.03202E+17,Hamilton City,West Ward
9.03217E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.03217E+17,Queenstown-Lakes District,Wanaka Ward
9.0326E+17,Southland District,Mararoa Waimea Ward
9.03273E+17,Central Otago District,Maniototo Ward
9.0328E+17,Auckland,Albany Ward
9.03303E+17,Christchurch City,Central Ward
9.03314E+17,Hurunui District,West Ward
9.03323E+17,Auckland,North Shore Ward
9.03351E+17,Auckland,North Shore Ward
9.03354E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.03362E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.03641E+17,Auckland,North Shore Ward
9.0373E+17,Auckland,Waitematā and Gulf Ward
9.0373E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.03731E+17,Selwyn District,Selwyn Central Ward
9.03764E+17,Christchurch City,Linwood Ward
9.03778E+17,Marlborough District,Marlborough Sounds Ward
9.03787E+17,Dunedin City,Area Outside Ward
9.038E+17,Hamilton City,East Ward
9.03807E+17,Waipa District,Cambridge Ward
9.03811E+17,Waikato District,Raglan Ward
9.03818E+17,Waikato District,Raglan Ward
9.03822E+17,Waikato District,Raglan Ward
9.03827E+17,Waikato District,Eureka Ward
9.03829E+17,Dunedin City,Area Outside Ward
9.03839E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.03845E+17,Rotorua District,Area Outside Ward
9.03853E+17,Auckland,Waitematā and Gulf Ward
9.03866E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.0389E+17,Upper Hutt City,Area Outside Ward
9.03898E+17,Far North District,Bay of Islands-Whangaroa Ward
9.03925E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.03967E+17,Westland District,Southern Ward
9.03987E+17,Hastings District,Heretaunga Ward
9.04028E+17,Queenstown-Lakes District,Wanaka Ward
9.04034E+17,Christchurch City,Coastal Ward
9.04043E+17,Taupo District,Turangi-Tongariro Ward
9.04079E+17,Auckland,Waitematā and Gulf Ward
9.04106E+17,South Taranaki District,Te Hāwera Ward
9.04163E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.04411E+17,Hastings District,Mohaka Ward
9.04439E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.04488E+17,Porirua City,Northern Ward/Pukerua ki te Raki
9.04509E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.04521E+17,Auckland,Waitematā and Gulf Ward
9.04524E+17,Whangarei District,Hikurangi-Coastal Ward
9.04547E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.04561E+17,Rotorua District,Area Outside Ward
9.04587E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.04595E+17,Auckland,Ōrākei Ward
9.0462E+17,Thames-Coromandel District,South Eastern Ward
9.04639E+17,Auckland,Waitematā and Gulf Ward
9.04647E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.04651E+17,Hamilton City,West Ward
9.04658E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.04665E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.04691E+17,Wellington City,Pukehīnau/Lambton Ward
9.04724E+17,Lower Hutt City,Northern Ward
9.04831E+17,Napier City,Taradale Ward
9.0486E+17,Auckland,Howick Ward
9.05103E+17,Auckland,Waitematā and Gulf Ward
9.05121E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.05134E+17,Western Bay of Plenty District,Maketu-Te Puke Ward
9.05158E+17,Southland District,Mararoa Waimea Ward
9.0516E+17,Hauraki District,Plains Ward
9.05166E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.05177E+17,Hamilton City,West Ward
9.0519E+17,Christchurch City,Central Ward
9.05224E+17,Auckland,Waitematā and Gulf Ward
9.05264E+17,Dunedin City,Area Outside Ward
9.05279E+17,Napier City,Taradale Ward
9.05313E+17,Auckland,Rodney Ward
9.05318E+17,Wellington City,Pukehīnau/Lambton Ward
9.05321E+17,Auckland,Ōrākei Ward
9.05335E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.05352E+17,Dunedin City,Area Outside Ward
9.05354E+17,Waipa District,Pirongia Ward
9.0539E+17,Taupo District,Turangi-Tongariro Ward
9.05409E+17,Waikato District,Raglan Ward
9.05423E+17,Wellington City,Pukehīnau/Lambton Ward
9.05507E+17,Matamata-Piako District,Matamata Ward
9.05508E+17,Queenstown-Lakes District,Wanaka Ward
9.05513E+17,Auckland,Manukau Ward
9.0553E+17,Carterton District,Area Outside Ward
9.05579E+17,Auckland,Waitematā and Gulf Ward
9.05833E+17,Carterton District,Area Outside Ward
9.0588E+17,Hamilton City,East Ward
9.05883E+17,Stratford District,Stratford Rural Ward
9.05884E+17,Christchurch City,Central Ward
9.05885E+17,Rotorua District,Area Outside Ward
9.05909E+17,Hamilton City,West Ward
9.0595E+17,Nelson City,Area Outside Ward
9.05978E+17,Hamilton City,East Ward
9.0598E+17,Christchurch City,Central Ward
9.05987E+17,Christchurch City,Halswell Ward
9.05988E+17,Wellington City,Wharangi/Onslow-Western Ward
9.05998E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.06024E+17,Western Bay of Plenty District,Maketu-Te Puke Ward
9.06038E+17,Auckland,Ōrākei Ward
9.06055E+17,Hamilton City,East Ward
9.06065E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.06071E+17,Kaikoura District,Area Outside Ward
9.06089E+17,Tauranga City,Otumoetai-Pyes Pa Ward
9.06096E+17,Auckland,Waitematā and Gulf Ward
9.06104E+17,Auckland,Rodney Ward
9.06109E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.06141E+17,Queenstown-Lakes District,Wanaka Ward
9.06175E+17,Ruapehu District,National Park Ward
9.06191E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.06198E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.06258E+17,Hamilton City,East Ward
9.06346E+17,Auckland,Waitematā and Gulf Ward
9.06507E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.06621E+17,Western Bay of Plenty District,Katikati-Waihi Beach Ward
9.06649E+17,Southland District,Mararoa Waimea Ward
9.06655E+17,Rotorua District,Area Outside Ward
9.06656E+17,Whangarei District,Bream Bay Ward
9.06692E+17,Western Bay of Plenty District,Katikati-Waihi Beach Ward
9.06697E+17,Waikato District,Ngaruawahia Ward
9.06731E+17,Rotorua District,Area Outside Ward
9.06731E+17,Auckland,Waitākere Ward
9.0676E+17,Kaipara District,Mangawhai-Kaiwaka Ward
9.06765E+17,New Plymouth District,New Plymouth City Ward
9.06767E+17,Rotorua District,Area Outside Ward
9.06774E+17,Hamilton City,East Ward
9.06778E+17,Far North District,Bay of Islands-Whangaroa Ward
9.06779E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.06781E+17,Auckland,Albany Ward
9.06789E+17,Central Otago District,Maniototo Ward
9.06796E+17,Auckland,Maungakiekie-Tāmaki Ward
9.06798E+17,New Plymouth District,New Plymouth City Ward
9.06808E+17,Far North District,Bay of Islands-Whangaroa Ward
9.06815E+17,Auckland,Manukau Ward
9.06837E+17,Rotorua District,Area Outside Ward
9.06841E+17,Thames-Coromandel District,Mercury Bay Ward
9.0686E+17,Waikato District,Tamahere Ward
9.06864E+17,Waikato District,Tamahere Ward
9.06874E+17,Gisborne District,Gisborne Ward
9.06913E+17,Auckland,Manukau Ward
9.06915E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.06927E+17,Selwyn District,Malvern Ward
9.06934E+17,Taupo District,Taupō Ward
9.06951E+17,Ōtorohanga District,Kawhia-Tihiroa Ward
9.07002E+17,Wellington City,Takapū/Northern Ward
9.07005E+17,Southland District,Waihopai Toetoe Ward
9.07007E+17,Upper Hutt City,Area Outside Ward
9.07015E+17,Auckland,Waitematā and Gulf Ward
9.07249E+17,Nelson City,Area Outside Ward
9.07252E+17,Auckland,North Shore Ward
9.07293E+17,South Wairarapa District,Featherston Ward
9.07362E+17,Queenstown-Lakes District,Wanaka Ward
9.0737E+17,Auckland,Waitematā and Gulf Ward
9.07377E+17,Masterton District,Area Outside Ward
9.07387E+17,Napier City,Ahuriri Ward
9.07389E+17,Auckland,Waitematā and Gulf Ward
9.07417E+17,New Plymouth District,New Plymouth City Ward
9.07422E+17,Hastings District,Hastings-Havelock North Ward
9.07431E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07444E+17,Kapiti Coast District,Paekākāriki-Raumati Ward
9.07483E+17,Marlborough District,Marlborough Sounds Ward
9.07484E+17,Mackenzie District,Pukaki Ward
9.07496E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07501E+17,Queenstown-Lakes District,Wanaka Ward
9.07504E+17,Auckland,Maungakiekie-Tāmaki Ward
9.07505E+17,New Plymouth District,New Plymouth City Ward
9.07511E+17,Auckland,Waitematā and Gulf Ward
9.0753E+17,Thames-Coromandel District,South Eastern Ward
9.07531E+17,Waikato District,Eureka Ward
9.07548E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07555E+17,Wellington City,Pukehīnau/Lambton Ward
9.07555E+17,Wairoa District,Wairoa General Ward
9.07576E+17,Selwyn District,Springs Ward
9.07623E+17,Christchurch City,Central Ward
9.07647E+17,Rangitikei District,Central Ward
9.07649E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07649E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07649E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.0766E+17,Auckland,Rodney Ward
9.07668E+17,Auckland,Albany Ward
9.07695E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.0771E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07711E+17,Christchurch City,Spreydon Ward
9.07742E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.07746E+17,Kaikoura District,Area Outside Ward
9.07798E+17,Auckland,Howick Ward
9.07878E+17,Grey District,Southern Ward
9.0796E+17,Waipa District,Cambridge Ward
9.08005E+17,Whakatane District,Whakatāne-Ōhope Ward 
9.08068E+17,Kaikoura District,Area Outside Ward
9.08072E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.08078E+17,Wairoa District,Wairoa General Ward
9.08091E+17,Southland District,Mararoa Waimea Ward
9.08092E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.08092E+17,Dunedin City,Area Outside Ward
9.081E+17,Whangarei District,Whangarei Heads Ward
9.08107E+17,Dunedin City,Area Outside Ward
9.08116E+17,Christchurch City,Cashmere Ward
9.08117E+17,Wellington City,Pukehīnau/Lambton Ward
9.08132E+17,Hastings District,Hastings-Havelock North Ward
9.08135E+17,Waikato District,Eureka Ward
9.08143E+17,Christchurch City,Banks Peninsula Ward
9.08143E+17,Christchurch City,Hornby Ward
9.08144E+17,South Wairarapa District,Martinborough Ward
9.08145E+17,Queenstown-Lakes District,Wanaka Ward
9.0815E+17,Rotorua District,Area Outside Ward
9.08162E+17,Queenstown-Lakes District,Wanaka Ward
9.08166E+17,Far North District,Te Hiku Ward
9.082E+17,Dunedin City,Area Outside Ward
9.08218E+17,Tauranga City,Te Papa-Welcome Bay Ward
9.08242E+17,Auckland,Waitematā and Gulf Ward
9.08249E+17,Hamilton City,West Ward
9.08282E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.08288E+17,Taupo District,Taupō Ward
9.08307E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.08383E+17,Kaipara District,Mangawhai-Kaiwaka Ward
9.08416E+17,Hastings District,Kahuranaki Ward
9.08437E+17,Porirua City,Northern Ward/Pukerua ki te Raki
9.08704E+17,Auckland,Waitematā and Gulf Ward
9.0875E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.08771E+17,Wellington City,Motukairangi/Eastern Ward
9.08794E+17,Ōpōtiki District,Coast Ward
9.08805E+17,Whangarei District,Hikurangi-Coastal Ward
9.08811E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.08836E+17,Grey District,Eastern Ward
9.08851E+17,Dunedin City,Area Outside Ward
9.08854E+17,Hamilton City,East Ward
9.08877E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.08881E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.08911E+17,Auckland,Manukau Ward
9.08922E+17,Far North District,Bay of Islands-Whangaroa Ward
9.08926E+17,Queenstown-Lakes District,Wanaka Ward
9.0893E+17,Christchurch City,Central Ward
9.0893E+17,Selwyn District,Malvern Ward
9.08932E+17,Auckland,Waitematā and Gulf Ward
9.08941E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.0896E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.08961E+17,Tauranga City,Te Papa-Welcome Bay Ward
9.08964E+17,Selwyn District,Malvern Ward
9.08965E+17,South Waikato District,Tirau Ward
9.08972E+17,Selwyn District,Malvern Ward
9.08983E+17,Kapiti Coast District,Waikanae Ward
9.08983E+17,Selwyn District,Malvern Ward
9.08989E+17,Selwyn District,Malvern Ward
9.08994E+17,Selwyn District,Malvern Ward
9.08994E+17,Rotorua District,Area Outside Ward
9.08995E+17,Tasman District,Motueka Ward
9.08995E+17,Tasman District,Motueka Ward
9.08996E+17,Tasman District,Motueka Ward
9.09011E+17,Western Bay of Plenty District,Katikati-Waihi Beach Ward
9.09063E+17,Auckland,Ōrākei Ward
9.0907E+17,Rotorua District,Area Outside Ward
9.09107E+17,Waipa District,Cambridge Ward
9.09118E+17,Auckland,Franklin Ward
9.09154E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.09159E+17,Auckland,Franklin Ward
9.09165E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.09215E+17,Wellington City,Motukairangi/Eastern Ward
9.0947E+17,Timaru District,Geraldine Ward
9.09492E+17,Lower Hutt City,Central Ward
9.09499E+17,Auckland,Waitematā and Gulf Ward
9.09536E+17,Auckland,Waitematā and Gulf Ward
9.0956E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.0956E+17,Queenstown-Lakes District,Wanaka Ward
9.0958E+17,Queenstown-Lakes District,Arrowtown Ward
9.09632E+17,Queenstown-Lakes District,Wanaka Ward
9.09634E+17,Queenstown-Lakes District,Wanaka Ward
9.09644E+17,Queenstown-Lakes District,Wanaka Ward
9.09644E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.09657E+17,Auckland,Rodney Ward
9.09676E+17,Auckland,Rodney Ward
9.0968E+17,Mackenzie District,Pukaki Ward
9.09714E+17,Rotorua District,Area Outside Ward
9.09714E+17,Auckland,Ōrākei Ward
9.09715E+17,Taupo District,Turangi-Tongariro Ward
9.09758E+17,Waimakariri District,Kaiapoi-Woodend Ward
9.09775E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.09784E+17,Wellington City,Paekawakawa/Southern Ward
9.09786E+17,Napier City,Taradale Ward
9.09804E+17,Waikato District,Raglan Ward
9.09818E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.0985E+17,Hamilton City,East Ward
9.09885E+17,Rotorua District,Area Outside Ward
9.09972E+17,Auckland,Ōrākei Ward
9.10158E+17,Auckland,Manurewa-Papakura Ward
9.10205E+17,Thames-Coromandel District,Mercury Bay Ward
9.10248E+17,Auckland,Manukau Ward
9.10255E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.10278E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.10325E+17,Mackenzie District,Pukaki Ward
9.10337E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.10338E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.10376E+17,Waikato District,Eureka Ward
9.10396E+17,Auckland,Manukau Ward
9.10426E+17,Auckland,Ōrākei Ward
9.10435E+17,Wellington City,Wharangi/Onslow-Western Ward
9.10436E+17,Auckland,Albany Ward
9.10501E+17,Queenstown-Lakes District,Wanaka Ward
9.10514E+17,Ruapehu District,Waimarino-Waiouru Ward
9.10544E+17,Christchurch City,Coastal Ward
9.10572E+17,Rotorua District,Area Outside Ward
9.10578E+17,Selwyn District,Springs Ward
9.10585E+17,Christchurch City,Banks Peninsula Ward
9.10598E+17,Queenstown-Lakes District,Wanaka Ward
9.10628E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.10767E+17,Auckland,Waitematā and Gulf Ward
9.10882E+17,Auckland,Waitematā and Gulf Ward
9.10921E+17,Auckland,Howick Ward
9.10953E+17,Hamilton City,West Ward
9.10971E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.10998E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11021E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11024E+17,Auckland,Albany Ward
9.11037E+17,Mackenzie District,Pukaki Ward
9.11047E+17,Auckland,Manukau Ward
9.11062E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11088E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.11089E+17,Auckland,Rodney Ward
9.11091E+17,Wellington City,Wharangi/Onslow-Western Ward
9.11091E+17,Wellington City,Pukehīnau/Lambton Ward
9.11096E+17,Auckland,Waitematā and Gulf Ward
9.11118E+17,Napier City,Ahuriri Ward
9.11122E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11131E+17,Palmerston North City,Area Outside Ward
9.11144E+17,Hamilton City,East Ward
9.11164E+17,Tauranga City,Mount Maunganui-Papamoa Ward
9.11169E+17,Waitaki District,Oamaru Ward
9.11175E+17,Tauranga City,Otumoetai-Pyes Pa Ward
9.11196E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11201E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11205E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11212E+17,Wellington City,Paekawakawa/Southern Ward
9.11223E+17,Hurunui District,West Ward
9.11226E+17,Queenstown-Lakes District,Arrowtown Ward
9.11231E+17,Queenstown-Lakes District,Wanaka Ward
9.11248E+17,Auckland,Howick Ward
9.11276E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11281E+17,Wellington City,Pukehīnau/Lambton Ward
9.11285E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11292E+17,Wellington City,Pukehīnau/Lambton Ward
9.11292E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11294E+17,New Plymouth District,New Plymouth City Ward
9.11296E+17,Queenstown-Lakes District,Queenstown-Wakatipu Ward
9.11302E+17,Wellington City,Pukehīnau/Lambton Ward
9.11305E+17,Thames-Coromandel District,Mercury Bay Ward
9.11338E+17,Auckland,Whau Ward
9.11648E+17,Auckland,Ōrākei Ward
9.11696E+17,Queenstown-Lakes District,Wanaka Ward
9.11705E+17,Auckland,Ōrākei Ward
9.11706E+17,Whakatane District,Whakatāne-Ōhope Ward 
9.11708E+17,Rotorua District,Area Outside Ward
9.1171E+17,Mackenzie District,Pukaki Ward
9.11741E+17,Auckland,Rodney Ward
9.11743E+17,Auckland,Waitematā and Gulf Ward
9.11746E+17,Western Bay of Plenty District,Kaimai Ward
9.11758E+17,Rotorua District,Area Outside Ward
9.11765E+17,Auckland,Waitematā and Gulf Ward
9.1179E+17,Auckland,Rodney Ward
9.11791E+17,Auckland,Albert-Eden-Puketāpapa Ward
9.1181E+17,Wellington City,Pukehīnau/Lambton Ward
